Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
7,drone_6,6.7261,10.2726,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
7,drone_7,10.0078,2.8884,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
7,drone_8,15.8872,2.8014,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
7,drone_9,7.6173,4.2993,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_0,13.7480,9.9141,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_1,2.9456,12.9570,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_2,10.7586,12.8094,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_3,13.7210,5.1923,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_4,11.5165,10.4763,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_5,5.7693,2.7494,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_6,6.9259,10.2813,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_7,10.1974,2.9520,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_8,15.9557,2.9893,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
8,drone_9,7.7483,4.4504,17.0000,17.0000,"0.310,9.097,0.486;5.698,12.752,0.939;7.688,11.518,0.273;4.125,19.259,1.366;7.760,16.198,1.137;12.712,17.588,0.325;14.886,11.831,0.272;8.255,6.416,0.311;4.782,6.620,0.310;2.878,7.279,0.832;16.887,6.718,0.266;8.863,5.338,0.499;13.310,16.522,0.385;3.825,12.063,0.443;2.880,11.013,0.318;16.786,9.891,1.138;19.187,1.743,1.225;15.609,8.023,0.467;12.423,17.350,0.226;9.997,4.283,0.709;8.939,6.777,0.767;14.082,13.339,0.873;14.614,5.641,0.414;16.741,10.897,0.728;17.726,8.045,0.211;4.409,7.505,0.307;18.751,14.264,0.414;3.546,3.729,0.207;8.954,7.997,0.233;6.412,18.527,0.241;3.715,16.482,2.054;11.991,16.969,2.279;1.248,16.768,0.234;15.094,13.294,0.800;17.091,6.079,1.770;1.761,0.939,1.302;13.356,19.030,0.463;1.808,15.611,0.889;18.671,5.089,0.372;18.229,3.472,0.456;19.651,16.151,0.300;2.839,2.135,0.304;18.494,10.948,0.896;0.978,6.303,1.125;18.855,5.968,1.700;10.652,7.006,1.089;18.646,4.895,1.719;1.972,4.398,1.253;9.299,19.129,0.325;18.990,10.967,1.784;16.402,8.697,0.377;6.844,13.480,0.376;17.454,11.151,1.294;5.652,15.230,0.386;15.576,11.942,0.292;0.483,14.937,0.319;3.696,4.740,1.117;4.191,6.536,0.362;0.747,15.147,0.962;15.841,5.754,1.161;16.389,5.306,1.137;14.116,14.813,0.308;12.931,19.459,0.496;7.560,15.596,1.196;16.599,4.441,0.794;7.699,17.393,0.434;10.225,18.626,0.223;5.982,14.943,0.389;17.353,12.493,0.323;14.729,12.253,1.238;1.288,5.041,2.458;8.763,18.939,0.882;7.353,18.976,0.668;11.838,14.912,0.655;14.701,16.428,0.233;10.398,4.704,0.331;10.198,5.484,0.807;2.631,17.187,2.182"
