Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
7,drone_4,3.5624,5.4070,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
7,drone_5,17.8351,6.2196,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
7,drone_6,2.3805,13.8874,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
7,drone_7,2.1554,3.4584,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
7,drone_8,17.1518,5.6240,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
7,drone_9,9.1318,10.1353,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
8,drone_0,15.4732,4.9019,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
8,drone_1,18.5172,9.0879,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
8,drone_2,16.7472,7.8754,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
8,drone_3,2.7171,10.2305,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
8,drone_4,3.6622,5.5803,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
8,drone_5,17.9214,6.4001,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
8,drone_6,2.5609,13.9737,17.0000,17.0000,"6.921,17.434,0.804;6.927,13.699,2.148;10.447,2.404,0.412;4.754,0.941,0.913;10.466,1.501,0.393;7.956,18.165,0.918;1.751,17.825,0.210;12.541,12.558,1.124;10.372,19.465,1.068;11.976,10.374,0.875;8.785,4.469,0.402;13.442,15.076,0.309;19.668,19.340,0.389;15.094,14.201,0.293;11.263,13.808,0.316;10.249,1.091,0.687;11.191,13.832,0.663;0.698,18.194,0.801;8.277,7.150,0.927;14.599,9.072,0.917;11.135,16.082,1.315;5.542,12.305,0.446;8.023,15.877,1.063;13.627,5.882,0.394;10.987,7.944,0.293;9.573,2.764,0.784;6.106,2.431,0.499;4.796,19.351,0.654;8.766,5.251,0.219;8.143,16.303,1.581;1.558,18.158,0.609;9.931,3.756,1.106;0.881,16.964,1.057;13.175,7.855,0.380;6.487,3.449,0.812;13.020,13.386,0.846;4.658,11.653,0.346;5.791,12.230,1.113;11.076,11.689,0.455;14.117,15.612,0.499;16.892,12.824,1.231;15.737,13.567,0.359;14.562,19.095,0.482;13.125,19.178,1.218;2.566,19.481,0.463;5.131,9.206,0.709;19.589,5.926,0.345;9.455,3.267,0.865;12.532,6.552,0.204;12.947,16.394,1.375;12.311,15.024,1.128;5.364,10.587,0.616;4.569,14.879,1.312;15.052,11.288,1.008;11.290,6.968,0.816;5.577,17.011,0.911;0.674,5.051,0.484;12.132,4.408,0.287;12.196,0.955,1.171;12.988,6.085,0.312;13.815,16.294,1.074;0.563,7.662,0.245;11.173,12.824,1.277;17.679,1.950,0.376;7.179,4.293,0.211;13.251,9.662,1.347;18.897,11.103,1.524;19.471,3.846,0.606;9.042,15.236,0.363;10.240,12.623,0.851;5.640,16.853,0.927;3.945,1.459,1.081;3.821,11.940,0.720;17.798,10.212,0.492;12.939,14.128,2.283;8.977,14.171,0.241;6.378,1.734,0.224;13.324,8.157,0.678;9.641,13.934,0.994;12.335,6.184,0.289;2.521,17.160,0.806;8.565,12.314,0.218;7.545,4.630,0.471;8.535,17.962,0.913"
