Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
7,drone_5,16.0080,7.6974,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
7,drone_6,8.2624,18.9531,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
7,drone_7,4.9790,11.4051,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
7,drone_8,10.0863,9.6502,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
7,drone_9,7.4417,17.4988,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
8,drone_0,14.4252,3.9214,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
8,drone_1,14.2283,7.0296,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
8,drone_2,18.7399,7.6877,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
8,drone_3,6.0188,16.3875,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
8,drone_4,6.0603,9.6154,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
8,drone_5,16.1865,7.7876,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
8,drone_6,8.4619,18.9677,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
8,drone_7,5.0841,11.5753,17.0000,17.0000,"2.957,16.413,0.240;17.343,1.522,0.404;18.040,1.080,0.933;18.762,1.148,0.422;17.081,12.335,0.364;19.083,9.618,0.715;1.305,14.458,1.354;11.160,14.632,0.819;13.290,17.549,0.364;6.048,3.510,0.367;10.481,16.977,0.698;4.105,18.775,0.487;19.581,15.409,0.442;2.093,3.537,2.184;5.874,3.013,0.311;4.013,19.603,0.441;19.621,3.266,0.409;4.762,3.062,0.603;8.808,14.675,1.301;13.824,0.638,0.255;0.901,2.312,1.190;15.200,12.322,0.299;2.050,5.767,0.468;11.418,15.077,0.780;15.120,10.816,1.566;16.984,12.454,0.374;17.097,13.816,0.432;19.819,2.526,0.341;11.513,11.962,0.357;10.607,1.966,1.261;2.580,18.630,0.882;2.126,0.569,0.453;17.849,13.081,1.219;17.116,3.501,0.201;0.953,6.921,0.359;10.158,4.830,0.360;6.077,4.460,1.643;7.611,4.939,0.232;8.598,3.358,0.317;12.849,14.684,0.472;10.496,17.599,1.258;2.692,12.899,0.211;7.665,11.435,0.427;10.640,18.396,0.776;3.656,0.461,0.229;0.649,6.642,0.356;2.515,16.230,0.901;16.064,13.493,0.686;4.379,6.018,0.862;10.255,15.319,1.703;11.616,7.802,0.368;0.829,0.885,0.910;12.813,10.859,0.471;9.305,3.457,2.127;4.423,2.454,0.270;1.626,11.738,0.920;3.800,2.458,0.349;0.429,4.902,0.611;17.203,2.092,1.126;14.038,19.040,1.088;9.055,13.532,1.674;3.490,5.274,0.363;19.729,2.389,0.447;8.701,7.176,0.482;4.048,0.797,1.295;9.925,18.961,1.231;17.411,0.323,0.201;18.215,0.473,0.725;7.825,3.407,1.366;8.198,15.622,0.647;15.419,10.671,1.780;18.335,1.418,1.038;2.087,4.200,2.452;9.676,6.395,0.462;9.122,14.542,1.679;2.485,1.577,0.498;8.632,6.752,0.482;18.822,19.401,0.406;7.758,2.429,1.712;0.673,18.917,0.459;7.610,0.782,0.892;13.414,16.156,0.430;11.944,0.584,0.444;11.597,15.858,0.656;9.537,16.016,1.097"
