Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
8,drone_1,-100.0000,-100.0000,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
8,drone_2,19.2654,16.0633,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
8,drone_3,17.9425,17.4542,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
8,drone_4,12.2647,3.9153,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
8,drone_5,10.7709,9.2637,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
8,drone_6,12.0641,7.8598,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
9,drone_2,-100.0000,-100.0000,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
9,drone_3,18.0839,17.3128,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
9,drone_4,12.4061,3.7739,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
9,drone_5,10.9123,9.1222,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
9,drone_6,12.2055,7.7184,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
10,drone_3,-100.0000,-100.0000,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
10,drone_4,12.5476,3.6324,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
10,drone_5,11.0537,8.9808,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
10,drone_6,-100.0000,-100.0000,9.2893,8.3593,"17.244,7.617,0.250;7.450,0.653,1.293;1.106,16.290,0.493;2.395,9.249,0.466;19.139,18.814,0.621;3.637,13.591,0.454;8.678,15.076,0.384;1.396,13.788,1.278;4.118,18.980,0.486;3.767,11.404,0.206;2.414,1.448,0.211;1.843,0.291,0.270;3.452,12.175,0.967;13.609,8.009,0.468;8.660,18.151,0.392;1.312,4.151,0.289;10.087,1.379,0.700;6.699,17.689,1.543;15.463,16.596,0.716;3.676,9.709,0.365;17.557,6.488,1.375;1.322,11.534,0.388;13.986,10.560,1.067;3.477,2.040,0.476;8.435,11.588,1.294;0.459,13.715,0.673;16.387,15.963,0.780;12.034,14.345,0.450;2.363,0.785,0.620;15.479,5.631,0.470;19.505,13.523,0.913;4.109,3.435,2.177;3.257,1.831,0.487;9.980,13.297,1.817;9.114,19.515,0.304;5.542,16.503,0.273;13.278,10.924,1.026;15.725,2.615,0.467;6.949,15.550,0.417;19.561,4.261,0.404;15.543,9.869,0.827;15.472,19.346,0.718;3.060,6.506,0.399;15.773,9.527,2.014;0.768,14.348,0.880;10.370,19.369,0.323;12.225,7.964,0.863;0.124,14.844,0.247;5.840,2.395,1.160;7.229,16.346,0.727;3.107,14.111,0.290;4.510,11.606,0.453;16.950,7.802,1.026;10.530,1.152,0.287;9.106,1.182,1.139;16.390,0.740,0.399;16.056,15.122,1.383;19.237,9.510,1.287;3.040,15.241,2.026;1.301,16.448,0.489;11.396,2.143,0.242;11.677,6.285,0.414;11.551,9.229,0.420;3.401,14.087,1.521;18.181,14.122,1.203;6.584,10.119,0.703;11.235,10.871,1.089;14.834,4.093,2.157"
