Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
8,drone_6,4.6024,2.3759,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
8,drone_7,4.2573,10.6895,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
8,drone_8,5.5135,15.3212,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
8,drone_9,3.6137,15.2217,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
9,drone_0,7.3093,17.4683,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
9,drone_1,-100.0000,-100.0000,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
9,drone_2,10.5061,19.1403,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
9,drone_3,15.7970,8.4260,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
9,drone_4,12.5385,4.6775,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
9,drone_5,7.4730,13.1736,17.0000,17.0000,"18.137,10.323,0.441;19.690,8.248,0.319;17.263,5.563,0.721;6.221,3.045,0.901;8.599,4.972,0.372;13.394,10.842,0.330;7.898,15.213,0.203;17.998,5.396,1.336;11.709,15.500,0.846;15.950,10.831,0.900;8.832,4.561,0.663;19.758,6.946,0.458;12.325,14.134,0.472;16.956,13.700,0.275;7.281,6.215,0.208;15.606,0.429,0.781;19.142,9.450,0.332;11.723,7.774,0.353;8.600,9.041,1.213;13.854,19.272,0.930;4.970,7.721,0.302;11.462,6.874,1.054;17.264,2.173,0.493;11.190,7.776,0.307;0.897,4.203,0.293;12.167,9.762,0.269;14.790,13.186,0.425;0.511,8.620,0.709;15.677,3.407,1.822;14.074,9.844,0.439;2.108,5.894,0.462;15.693,11.392,2.371;11.403,14.728,0.944;14.943,19.532,0.444;11.387,16.589,0.491;14.039,13.608,1.078;18.415,11.154,0.876;16.285,9.548,1.019;12.797,6.853,0.300;11.798,0.651,0.757;7.000,7.990,0.662;17.216,3.075,1.104;1.131,5.543,0.808;13.979,18.737,1.326;8.946,5.878,0.654;17.062,8.126,0.316;5.325,19.105,0.201;4.497,5.443,1.890;16.735,1.819,0.324;17.408,9.377,0.487;11.937,13.604,0.795;11.011,7.275,1.695;8.798,5.916,0.954;13.680,17.633,0.920;17.001,14.099,0.856;6.016,0.888,0.683;17.231,12.871,1.263;16.087,13.055,0.815;19.040,1.788,0.218;19.237,10.246,0.238;0.327,18.327,0.316;6.460,4.039,1.518;11.995,9.004,0.469;7.575,7.020,0.423;11.867,7.515,1.361;10.961,0.486,0.286;8.332,0.491,0.333;16.055,19.359,0.307;17.482,11.945,1.048;13.989,2.894,0.337;11.304,0.802,0.433;8.835,6.164,1.216;1.833,18.668,0.328;4.715,4.222,1.300;0.309,6.333,0.206;2.051,3.266,0.257;7.769,5.723,0.355;0.725,8.960,0.640;9.485,16.528,0.496;8.512,2.048,0.879;18.772,9.718,0.988;19.636,0.449,0.388;17.131,10.668,2.366;9.379,8.176,1.043;17.759,2.182,1.763;2.168,3.898,0.280;7.545,5.141,1.060;4.790,7.515,0.708;19.194,7.040,0.404;7.904,4.248,0.337;19.061,19.401,0.262;11.364,9.685,0.243;14.507,15.768,0.307;7.159,1.975,0.975;8.129,10.010,0.391;18.696,7.285,0.220;7.653,9.694,0.331;7.139,9.535,0.490;1.896,7.318,0.443;4.094,7.305,0.359;14.238,1.492,1.024;8.947,9.538,0.814;9.474,15.529,0.248;8.950,15.337,0.297;1.505,0.573,0.429;1.699,5.083,0.832"
