Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
7,drone_4,8.3074,9.2613,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
7,drone_5,17.7255,5.4595,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
7,drone_6,8.3041,2.0151,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
7,drone_7,14.4140,5.3225,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
7,drone_8,6.4307,16.0469,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
7,drone_9,12.1929,4.0552,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_0,15.4649,7.4366,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_1,9.7126,4.5117,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_2,8.3716,18.0769,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_3,10.4050,14.3975,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_4,8.4770,9.3673,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_5,17.8724,5.5952,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_6,8.4596,2.1410,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_7,14.5608,5.4583,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
8,drone_8,6.6247,16.0956,17.0000,17.0000,"13.691,16.111,0.351;4.075,11.396,1.080;3.387,18.621,0.907;19.388,10.157,1.129;16.634,10.060,0.495;0.509,0.497,0.957;1.076,14.215,1.644;13.273,0.217,0.370;16.105,10.905,0.376;2.161,16.714,1.342;15.277,14.133,0.353;14.191,18.721,0.486;2.310,4.049,0.991;14.703,2.467,0.211;7.246,4.094,0.227;1.391,11.166,1.189;1.479,5.251,1.894;13.771,0.901,0.331;11.137,8.322,1.392;9.441,18.684,0.393;2.678,12.500,0.321;11.406,15.850,0.228;17.751,19.390,0.391;17.631,13.833,0.428;3.446,9.122,0.735;4.308,2.427,0.250;1.911,7.724,0.292;1.774,9.623,1.124;11.041,9.317,1.064;10.089,12.325,0.206;13.848,14.843,0.841;17.418,6.932,0.235;3.781,0.287,0.398;14.006,18.383,0.455;2.397,7.014,0.736;6.349,14.619,0.227;11.563,19.277,1.234;4.555,11.905,0.992;15.581,12.858,0.454;3.838,12.288,1.141;12.118,10.911,2.447;17.077,11.317,2.349;14.730,8.854,0.253;10.421,7.197,0.259;14.855,19.106,0.924;4.547,6.233,0.961;4.497,2.159,0.248;14.769,1.111,0.384;2.547,0.953,0.671;2.196,15.771,0.804;18.391,0.835,1.096;6.287,12.713,1.566;11.101,16.690,1.079;18.272,9.879,1.006;13.689,15.738,0.222;12.883,12.005,1.509;9.957,12.792,0.259;4.114,5.086,0.930;14.933,1.384,0.276;17.817,19.556,0.323;12.382,13.924,0.311;14.247,13.097,0.283;2.755,6.834,0.603;0.968,11.968,1.551;10.858,10.991,1.842;1.563,1.413,1.254;3.611,2.925,1.136;7.428,16.342,0.443;14.254,13.911,0.210;15.465,8.209,0.247;1.620,13.114,2.082;13.456,18.964,0.974"
